COMPRESION (CUBO)
ID	Fecha	Hora	Gradiente [kN/s]	Carga inicio [kN]	Carga rotura [%]	Longitud [mm]	Ancho [mm]	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
0199	30/09/2025	14:34:10	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1255.242	   55.789
0200	30/09/2025	14:36:46	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1222.289	   54.324
0201	01/10/2025	05:32:10	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  501.930	   22.308
0202	01/10/2025	05:37:18	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  451.888	   20.084
0203	01/10/2025	08:04:13	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  600.792	   26.702
0204	01/10/2025	09:12:15	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  538.291	   23.924
0205	02/10/2025	05:36:01	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  475.561	   21.136
0206	02/10/2025	05:40:10	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  367.982	   16.355
0207	02/10/2025	07:44:54	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  646.848	   28.749
0208	02/10/2025	07:47:43	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  500.624	   22.250
0209	02/10/2025	07:52:55	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  516.917	   22.974
0210	02/10/2025	09:32:03	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  449.361	   19.972
0211	02/10/2025	09:37:05	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  537.383	   23.884
0212	02/10/2025	09:54:44	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1260.899	   56.040
0213	02/10/2025	09:58:18	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1227.805	   54.569
0214	02/10/2025	10:02:33	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1286.979	   57.199
0215	02/10/2025	10:06:36	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1297.105	   57.649
0216	02/10/2025	10:09:37	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1242.259	   55.212
0217	02/10/2025	10:12:37	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1300.415	   57.796
0218	02/10/2025	10:15:26	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  547.516	   24.334
0219	02/10/2025	10:18:59	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  567.386	   25.217
0220	02/10/2025	10:29:01	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  526.057	   23.380
0221	02/10/2025	10:34:13	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  511.808	   22.747
0222	02/10/2025	10:36:41	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  577.207	   25.654
0223	02/10/2025	10:39:34	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  545.955	   24.265
0224	02/10/2025	10:42:52	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1308.222	   58.143
0225	02/10/2025	10:45:37	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1303.668	   57.941
0226	02/10/2025	10:48:34	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  520.210	   23.120
0227	02/10/2025	10:51:22	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  506.812	   22.525
0228	02/10/2025	10:54:07	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  512.972	   22.799
0229	02/10/2025	10:57:06	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  514.136	   22.850
0230	02/10/2025	10:59:57	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  517.655	   23.007
0231	02/10/2025	11:02:23	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  512.716	   22.787
0232	02/10/2025	11:05:13	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1116.153	   49.607
0233	02/10/2025	11:08:24	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1058.641	   47.051
0234	02/10/2025	11:12:56	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1065.075	   47.337
0235	02/10/2025	11:16:05	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1114.017	   49.512
0236	02/10/2025	11:19:22	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1058.527	   47.046
0237	02/10/2025	11:21:58	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1142.090	   50.760
0238	02/10/2025	11:25:54	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1134.175	   50.408
0239	02/10/2025	11:29:41	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1084.806	   48.214
0240	02/10/2025	11:32:34	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  520.891	   23.151
0241	02/10/2025	11:35:09	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  530.911	   23.596
0242	02/10/2025	11:37:33	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1244.663	   55.318
0243	02/10/2025	11:40:09	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1222.459	   54.332
0244	02/10/2025	11:44:04	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1126.260	   50.056
0245	02/10/2025	11:46:36	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1127.427	   50.108
0246	02/10/2025	11:51:35	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1243.956	   55.287
0247	02/10/2025	11:54:36	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1200.339	   53.348
0248	02/10/2025	13:38:04	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1021.828	   45.415
0249	02/10/2025	13:39:38	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  719.197	   31.964
0250	02/10/2025	13:41:29	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  681.199	   30.275
0251	02/10/2025	13:44:17	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  529.378	   23.528
0252	02/10/2025	15:39:13	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  539.228	   23.966
0253	02/10/2025	15:47:27	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  112.401	    4.996
0254	03/10/2025	06:33:17	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  571.473	   25.399
0255	03/10/2025	06:39:19	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1369.348	   60.860
0256	03/10/2025	06:42:45	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1344.795	   59.769
0257	03/10/2025	06:46:33	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  465.626	   20.694
0258	03/10/2025	06:49:58	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  459.012	   20.401
0259	03/10/2025	06:53:53	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  532.785	   23.679
0260	03/10/2025	06:56:42	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  545.870	   24.261
0261	03/10/2025	06:59:19	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  690.076	   30.670
0262	03/10/2025	07:02:05	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  693.808	   30.836
0263	03/10/2025	07:06:45	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  470.309	   20.903
0264	03/10/2025	07:09:41	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  632.513	   28.112
0265	03/10/2025	07:12:05	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  642.211	   28.543
0266	03/10/2025	07:16:26	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  466.307	   20.725
0267	03/10/2025	07:19:09	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  470.678	   20.919
0268	03/10/2025	07:21:28	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  795.900	   35.373
0269	03/10/2025	07:23:37	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  829.771	   36.879
0270	03/10/2025	07:26:40	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1119.370	   49.750
0271	03/10/2025	07:29:20	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1233.406	   54.818
0272	03/10/2025	07:32:38	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1237.507	   55.000
0273	03/10/2025	07:35:22	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1189.693	   52.875
0274	03/10/2025	07:38:10	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1081.617	   48.072
0275	03/10/2025	07:40:57	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1103.227	   49.032
0276	03/10/2025	07:43:29	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1036.604	   46.071
0277	03/10/2025	07:46:47	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  990.937	   44.042
0278	03/10/2025	07:51:44	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  458.955	   20.398
0279	03/10/2025	08:02:15	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1251.452	   55.620
0280	03/10/2025	08:04:47	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1276.966	   56.754
0281	03/10/2025	08:07:48	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1224.976	   54.443
0282	03/10/2025	08:10:24	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1196.242	   53.166
0283	03/10/2025	08:13:12	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1208.033	   53.690
0284	03/10/2025	08:16:37	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1225.485	   54.466
0285	03/10/2025	08:20:27	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1175.856	   52.260
0286	03/10/2025	08:23:53	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1276.344	   56.726
0287	03/10/2025	08:26:43	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1262.795	   56.124
0288	03/10/2025	08:29:32	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1391.269	   61.834
0289	03/10/2025	08:32:15	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1027.408	   45.663
0290	03/10/2025	08:34:44	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	 1063.538	   47.268
0291	03/10/2025	09:19:08	  11.250	   50.000	 5.0	150.00	150.00	20.00	 8.10	2400.00	  0	  501.902	   22.307
COMPRESION (CUBO)
ID	Fecha	Hora	Gradiente [MPa/s]	Carga inicio [kN]	Carga rotura [%]	Longitud [mm]	Ancho [mm]	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
COMPRESION (CILINDRO)
ID	Fecha	Hora	Gradiente [kN/s]	Carga inicio [kN]	Carga rotura [%]	Diametro [mm]	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
COMPRESION (CILINDRO)
ID	Fecha	Hora	Gradiente [MPa/s]	Carga inicio [kN]	Carga rotura [%]	Diametro [mm]	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
FLEXION
ID	Fecha	Hora	Gradiente [kN/s]	Carga inicio [kN]	Carga rotura [%]	Alto [mm]	Ancho [mm]	Rodillos inferior [mm]	Rodillos superior [mm]	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
FLEXION
ID	Fecha	Hora	Gradiente [MPa/s]	Carga inicio [kN]	Carga rotura [%]	Alto [mm]	Ancho [mm]	Rodillos inferior [mm]	Rodillos superior [mm]	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
TRACCION INDIRECTA (CUBO)
ID	Fecha	Hora	Gradiente [kN/s]	Carga inicio [kN]	Carga rotura [%]	Longitud [mm]	Ancho [mm]	Factor	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
TRACCION INDIRECTA (CUBO)
ID	Fecha	Hora	Gradiente [MPa/s]	Carga inicio [kN]	Carga rotura [%]	Longitud [mm]	Ancho [mm]	Factor	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
TRACCION INDIR.(CILINDRO)
ID	Fecha	Hora	Gradiente [kN/s]	Carga inicio [kN]	Carga rotura [%]	Diametro [mm]	Alto [mm]	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
TRACCION INDIR.(CILINDRO)
ID	Fecha	Hora	Gradiente [MPa/s]	Carga inicio [kN]	Carga rotura [%]	Diametro [mm]	Alto [mm]	Temperatura [C]	Peso [Kg]	Densidad [Kg/m3]	Dias	Carga maxima [kN]	Resistencia maxima [Mpa]
